Month,Day,Year,Time,soil_temp_05cm_HQ,soil_temp_20cm_HQ,soil_temp_35cm_HQ,temp_unit
5,31,2023,5:44:40 PM,32.4,25.3,21.5,deg_C
5,31,2023,5:24:40 PM,32.9,25.2,21.4,deg_C
5,31,2023,5:04:40 PM,33.4,25.1,21.4,deg_C
5,31,2023,4:44:40 PM,34,24.9,21.3,deg_C
5,31,2023,4:24:40 PM,34.6,24.8,21.2,deg_C
5,31,2023,4:04:40 PM,35.1,24.5,21.2,deg_C
5,31,2023,3:44:40 PM,35.2,24.3,21.1,deg_C
5,31,2023,3:24:40 PM,35,24,21.1,deg_C
5,31,2023,3:04:40 PM,34.6,23.8,21.1,deg_C
5,31,2023,2:44:40 PM,34.3,23.5,21,deg_C
5,31,2023,2:24:40 PM,33.9,23.3,21,deg_C
5,31,2023,2:04:40 PM,33.5,23.1,21,deg_C
5,31,2023,1:44:41 PM,33.1,22.9,21,deg_C
5,31,2023,1:24:41 PM,32.5,22.7,21,deg_C
5,31,2023,1:04:41 PM,31.4,22.5,21,deg_C
5,31,2023,12:44:41 PM,30.1,22.4,21,deg_C
5,31,2023,12:24:41 PM,28.9,22.3,21,deg_C
5,31,2023,12:04:41 PM,28,22.1,21,deg_C
5,31,2023,11:44:41 AM,27.5,22,21,deg_C
5,31,2023,11:24:41 AM,27.1,21.9,21,deg_C
5,31,2023,11:04:41 AM,26.6,21.8,21,deg_C
5,31,2023,10:44:41 AM,26.3,21.7,21.1,deg_C
5,31,2023,10:24:41 AM,25.9,21.6,21.1,deg_C
5,31,2023,10:04:41 AM,25.3,21.6,21.1,deg_C
5,31,2023,9:44:41 AM,24.8,21.5,21.1,deg_C
5,31,2023,9:24:41 AM,24.2,21.5,21.1,deg_C
5,31,2023,9:04:41 AM,23.8,21.5,21.1,deg_C
5,31,2023,8:44:41 AM,23.1,21.5,21.2,deg_C
5,31,2023,8:24:41 AM,22.3,21.5,21.3,deg_C
5,31,2023,8:04:41 AM,21.7,21.6,21.3,deg_C
5,31,2023,7:44:41 AM,21.3,21.6,21.3,deg_C
5,31,2023,7:24:41 AM,21,21.7,21.3,deg_C
5,31,2023,7:04:41 AM,20.7,21.8,21.4,deg_C
5,31,2023,6:44:41 AM,20.6,21.8,21.4,deg_C
5,31,2023,6:24:41 AM,20.5,22,21.4,deg_C
5,31,2023,6:04:41 AM,20.6,22,21.5,deg_C
5,31,2023,5:44:41 AM,20.7,22.1,21.5,deg_C
5,31,2023,5:24:41 AM,20.8,22.3,21.5,deg_C
5,31,2023,5:04:41 AM,21,22.3,21.5,deg_C
5,31,2023,4:44:41 AM,21.1,22.5,21.5,deg_C
5,31,2023,4:24:41 AM,21.3,22.6,21.6,deg_C
5,31,2023,4:04:41 AM,21.6,22.6,21.6,deg_C
5,31,2023,3:44:42 AM,21.8,22.8,21.6,deg_C
5,31,2023,3:24:42 AM,22.1,22.9,21.6,deg_C
5,31,2023,3:04:42 AM,22.3,23,21.6,deg_C
5,31,2023,2:44:41 AM,22.6,23.1,21.6,deg_C
5,31,2023,2:24:42 AM,22.8,23.2,21.6,deg_C
5,31,2023,2:04:42 AM,23.1,23.3,21.6,deg_C
5,31,2023,1:44:42 AM,23.3,23.4,21.6,deg_C
5,31,2023,1:24:42 AM,23.6,23.5,21.6,deg_C
5,31,2023,12:44:42 AM,24.3,23.7,21.6,deg_C
5,31,2023,12:24:42 AM,24.6,23.8,21.6,deg_C
5,31,2023,12:04:42 AM,25,23.9,21.6,deg_C
5,30,2023,11:44:42 PM,25.3,24,21.5,deg_C
5,30,2023,11:24:42 PM,25.6,24.1,21.5,deg_C
5,30,2023,11:04:42 PM,25.9,24.1,21.5,deg_C
5,30,2023,10:44:42 PM,26.1,24.3,21.5,deg_C
5,30,2023,10:24:42 PM,26.5,24.3,21.5,deg_C
5,30,2023,10:04:42 PM,26.8,24.4,21.5,deg_C
5,30,2023,9:44:42 PM,27.1,24.5,21.3,deg_C
5,30,2023,9:24:42 PM,27.5,24.5,21.3,deg_C
5,30,2023,9:04:42 PM,27.9,24.6,21.3,deg_C
5,30,2023,8:44:42 PM,28.3,24.6,21.2,deg_C
5,30,2023,8:24:42 PM,28.9,24.6,21.2,deg_C
5,30,2023,8:04:42 PM,29.5,24.6,21.1,deg_C
5,30,2023,7:44:42 PM,30,24.6,21.1,deg_C
5,30,2023,7:24:42 PM,30.5,24.6,21,deg_C
5,30,2023,7:04:42 PM,31,24.5,21,deg_C
5,30,2023,6:44:43 PM,31.4,24.4,21,deg_C
5,30,2023,6:24:43 PM,31.8,24.3,20.9,deg_C
5,30,2023,6:04:43 PM,32.2,24.2,20.8,deg_C
5,30,2023,5:44:43 PM,32.5,24.1,20.8,deg_C
5,30,2023,5:24:43 PM,32.5,24,20.7,deg_C
5,30,2023,5:04:43 PM,32.5,23.8,20.6,deg_C
5,30,2023,4:44:43 PM,32.6,23.6,20.6,deg_C
5,30,2023,4:24:43 PM,32.8,23.5,20.6,deg_C
5,30,2023,4:04:43 PM,32.7,23.3,20.5,deg_C
5,30,2023,3:44:43 PM,32.3,23,20.5,deg_C
5,30,2023,3:24:43 PM,32,22.8,20.5,deg_C
5,30,2023,3:04:43 PM,31.9,22.6,20.5,deg_C
5,30,2023,2:44:43 PM,31.8,22.4,20.4,deg_C
5,30,2023,2:24:43 PM,31.6,22.2,20.4,deg_C
5,30,2023,2:04:43 PM,31.1,22,20.4,deg_C
5,30,2023,1:44:43 PM,30.7,21.8,20.4,deg_C
5,30,2023,1:24:43 PM,30.2,21.6,20.4,deg_C
5,30,2023,1:04:43 PM,29.2,21.5,20.4,deg_C
5,30,2023,12:44:43 PM,28.5,21.3,20.4,deg_C
5,30,2023,12:24:43 PM,27.5,21.1,20.4,deg_C
5,30,2023,12:04:43 PM,26.9,21,20.5,deg_C
5,30,2023,11:44:43 AM,26.4,20.9,20.5,deg_C
5,30,2023,11:24:43 AM,25.3,20.8,20.5,deg_C
5,30,2023,11:04:43 AM,24.6,20.8,20.5,deg_C
5,30,2023,10:44:43 AM,23.9,20.7,20.5,deg_C
5,30,2023,10:24:43 AM,23.3,20.6,20.5,deg_C
5,30,2023,10:04:43 AM,22.7,20.6,20.6,deg_C
5,30,2023,9:44:43 AM,22.2,20.6,20.6,deg_C
5,30,2023,9:24:44 AM,21.8,20.6,20.6,deg_C
5,30,2023,9:04:44 AM,21.3,20.6,20.6,deg_C
5,30,2023,8:44:44 AM,20.9,20.6,20.7,deg_C
5,30,2023,8:24:44 AM,20.4,20.7,20.7,deg_C
5,30,2023,8:04:44 AM,20,20.8,20.8,deg_C
5,30,2023,7:44:44 AM,19.5,20.8,20.8,deg_C
5,30,2023,7:24:44 AM,19.1,20.9,20.8,deg_C
5,30,2023,7:04:44 AM,19,21,20.9,deg_C
5,30,2023,6:44:44 AM,18.9,21.1,20.9,deg_C
5,30,2023,6:24:44 AM,19,21.2,20.9,deg_C
5,30,2023,6:04:44 AM,19.1,21.3,21,deg_C
5,30,2023,5:44:44 AM,19.3,21.5,21,deg_C
5,30,2023,5:24:44 AM,19.5,21.5,21,deg_C
5,30,2023,5:04:44 AM,19.7,21.6,21,deg_C
5,30,2023,4:44:44 AM,19.9,21.8,21.1,deg_C
5,30,2023,4:24:44 AM,20.1,21.9,21.1,deg_C
5,30,2023,4:04:44 AM,20.3,22,21.1,deg_C
5,30,2023,3:44:44 AM,20.5,22.1,21.1,deg_C
5,30,2023,3:24:44 AM,20.8,22.3,21.1,deg_C
5,30,2023,3:04:44 AM,21.1,22.3,21.1,deg_C
5,30,2023,2:44:44 AM,21.3,22.5,21.2,deg_C
5,30,2023,2:04:44 AM,22,22.7,21.2,deg_C
5,30,2023,1:44:44 AM,22.3,22.8,21.2,deg_C
5,30,2023,1:24:44 AM,22.6,23,21.2,deg_C
5,30,2023,1:04:44 AM,22.9,23,21.2,deg_C
5,30,2023,12:44:44 AM,23.1,23.1,21.2,deg_C
5,30,2023,12:24:44 AM,23.4,23.3,21.2,deg_C
5,30,2023,12:04:44 AM,23.6,23.4,21.2,deg_C
5,29,2023,11:44:44 PM,23.8,23.5,21.2,deg_C
5,29,2023,11:24:45 PM,24.2,23.6,21.1,deg_C
5,29,2023,11:04:45 PM,24.5,23.8,21.1,deg_C
5,29,2023,10:44:45 PM,24.8,23.9,21.1,deg_C
5,29,2023,10:24:45 PM,25.1,24,21.1,deg_C
5,29,2023,10:04:44 PM,25.5,24.1,21,deg_C
5,29,2023,9:44:45 PM,26,24.2,21,deg_C
5,29,2023,9:24:45 PM,26.5,24.3,21,deg_C
5,29,2023,9:04:45 PM,27.1,24.3,21,deg_C
5,29,2023,8:44:45 PM,27.8,24.4,20.9,deg_C
5,29,2023,8:24:45 PM,28.4,24.5,20.8,deg_C
5,29,2023,8:04:45 PM,29.1,24.5,20.8,deg_C
5,29,2023,7:44:45 PM,29.7,24.5,20.7,deg_C
5,29,2023,7:24:45 PM,30.3,24.5,20.6,deg_C
5,29,2023,7:04:45 PM,30.8,24.4,20.6,deg_C
5,29,2023,6:44:45 PM,31.4,24.3,20.5,deg_C
5,29,2023,6:24:45 PM,31.8,24.2,20.4,deg_C
5,29,2023,6:04:45 PM,32.1,24.1,20.4,deg_C
5,29,2023,5:44:45 PM,32.5,24,20.3,deg_C
5,29,2023,5:24:45 PM,32.6,23.8,20.3,deg_C
5,29,2023,5:04:45 PM,32.8,23.7,20.2,deg_C
5,29,2023,4:44:45 PM,32.8,23.5,20.1,deg_C
5,29,2023,4:24:45 PM,32.6,23.3,20.1,deg_C
5,29,2023,4:04:45 PM,32.7,23.1,20,deg_C
5,29,2023,3:44:45 PM,32.8,23,20,deg_C
5,29,2023,3:24:45 PM,32.9,22.7,19.9,deg_C
5,29,2023,3:04:45 PM,32.8,22.5,19.9,deg_C
5,29,2023,2:44:46 PM,32.8,22.3,19.8,deg_C
5,29,2023,2:24:46 PM,32.6,22,19.8,deg_C
5,29,2023,2:04:46 PM,32.4,21.8,19.8,deg_C
5,29,2023,1:44:46 PM,32,21.5,19.8,deg_C
5,29,2023,1:24:46 PM,31.4,21.3,19.8,deg_C
5,29,2023,1:04:46 PM,30.5,21.1,19.7,deg_C
5,29,2023,12:44:46 PM,29.8,21,19.7,deg_C
5,29,2023,12:24:46 PM,28.8,20.8,19.7,deg_C
5,29,2023,12:04:46 PM,27.9,20.6,19.7,deg_C
5,29,2023,11:44:46 AM,27.1,20.5,19.7,deg_C
5,29,2023,11:24:46 AM,26.5,20.3,19.8,deg_C
5,29,2023,11:04:46 AM,25.8,20.2,19.8,deg_C
5,29,2023,10:44:46 AM,25.5,20.1,19.8,deg_C
5,29,2023,10:24:46 AM,25,20,19.8,deg_C
5,29,2023,10:04:46 AM,24.5,19.9,19.8,deg_C
5,29,2023,9:44:46 AM,23.6,19.8,19.8,deg_C
5,29,2023,9:24:46 AM,23,19.8,19.9,deg_C
5,29,2023,9:04:46 AM,22.3,19.7,19.9,deg_C
5,29,2023,8:44:46 AM,21.3,19.7,20,deg_C
5,29,2023,8:24:46 AM,20.3,19.7,20,deg_C
5,29,2023,8:04:46 AM,19.5,19.8,20,deg_C
5,29,2023,7:44:46 AM,18.8,19.8,20.1,deg_C
5,29,2023,7:24:46 AM,18.6,19.9,20.1,deg_C
5,29,2023,7:04:46 AM,18.3,20,20.1,deg_C
5,29,2023,6:44:46 AM,18.1,20,20.1,deg_C
5,29,2023,6:24:46 AM,18,20.1,20.2,deg_C
5,29,2023,6:04:46 AM,18,20.2,20.2,deg_C
5,29,2023,5:44:46 AM,18,20.3,20.3,deg_C
5,29,2023,5:24:46 AM,18.1,20.5,20.3,deg_C
5,29,2023,5:04:47 AM,18.3,20.5,20.3,deg_C
5,29,2023,4:44:47 AM,18.4,20.6,20.4,deg_C
5,29,2023,4:24:47 AM,18.5,20.8,20.4,deg_C
5,29,2023,4:04:47 AM,18.8,20.9,20.4,deg_C
5,29,2023,3:44:47 AM,19,21,20.5,deg_C
5,29,2023,3:24:47 AM,19.2,21.1,20.5,deg_C
5,29,2023,3:04:47 AM,19.5,21.2,20.5,deg_C
5,29,2023,2:44:47 AM,19.7,21.3,20.5,deg_C
5,29,2023,2:24:47 AM,19.9,21.5,20.5,deg_C
5,29,2023,2:04:47 AM,20,21.6,20.6,deg_C
5,29,2023,1:44:47 AM,20.2,21.7,20.6,deg_C
5,29,2023,1:24:47 AM,20.3,21.8,20.6,deg_C
5,29,2023,1:04:47 AM,20.5,22,20.6,deg_C
5,29,2023,12:44:47 AM,20.7,22.1,20.6,deg_C
5,29,2023,12:24:47 AM,21.1,22.3,20.6,deg_C
5,29,2023,12:04:47 AM,21.4,22.4,20.6,deg_C
5,28,2023,11:44:47 PM,21.8,22.5,20.6,deg_C
5,28,2023,11:24:47 PM,22.1,22.6,20.6,deg_C
5,28,2023,11:04:47 PM,22.5,22.8,20.5,deg_C
5,28,2023,10:44:47 PM,22.9,23,20.5,deg_C
5,28,2023,10:24:47 PM,23.3,23.1,20.5,deg_C
5,28,2023,10:04:47 PM,23.7,23.2,20.5,deg_C
5,28,2023,9:44:47 PM,24.2,23.3,20.5,deg_C
5,28,2023,9:24:54 PM,24.7,23.4,20.4,deg_C
5,28,2023,9:04:47 PM,25.3,23.5,20.3,deg_C
5,28,2023,8:44:47 PM,25.9,23.6,20.3,deg_C
5,28,2023,8:24:47 PM,26.6,23.6,20.1,deg_C
5,28,2023,8:04:47 PM,27.3,23.7,20.1,deg_C
5,28,2023,7:44:47 PM,27.9,23.7,20.1,deg_C
5,28,2023,7:24:47 PM,28.6,23.7,20.1,deg_C
5,28,2023,7:04:47 PM,29.3,23.6,20,deg_C
5,28,2023,6:44:47 PM,30,23.6,19.8,deg_C
5,28,2023,6:24:48 PM,30.8,23.5,19.8,deg_C
5,28,2023,6:04:48 PM,31.5,23.3,19.8,deg_C
5,28,2023,5:44:48 PM,32,23.2,19.7,deg_C
5,28,2023,5:24:48 PM,32.1,23,19.6,deg_C
5,28,2023,4:24:48 PM,32,22.5,19.5,deg_C
5,28,2023,3:44:48 PM,31.5,22.1,19.4,deg_C
5,28,2023,3:24:48 PM,31.4,21.8,19.3,deg_C
5,28,2023,3:04:55 PM,31.3,21.6,19.3,deg_C
5,28,2023,2:44:48 PM,31.1,21.4,19.3,deg_C
5,28,2023,2:24:48 PM,31,21.1,19.3,deg_C
5,28,2023,2:04:48 PM,30.7,20.9,19.2,deg_C
5,28,2023,1:44:55 PM,30.3,20.7,19.2,deg_C
5,28,2023,1:24:48 PM,29.7,20.5,19.2,deg_C
5,28,2023,1:04:48 PM,29.1,20.3,19.1,deg_C
5,28,2023,12:44:48 PM,28.6,20.1,19.2,deg_C
5,28,2023,12:24:48 PM,27.9,19.9,19.2,deg_C
5,28,2023,12:04:48 PM,27.2,19.7,19.2,deg_C
5,28,2023,11:24:48 AM,26.1,19.4,19.2,deg_C
5,28,2023,11:04:48 AM,25.2,19.3,19.2,deg_C
5,28,2023,10:44:48 AM,24.2,19.1,19.3,deg_C
5,28,2023,10:24:48 AM,23.3,19.1,19.3,deg_C
5,28,2023,10:04:48 AM,22.3,19,19.3,deg_C
5,28,2023,9:44:48 AM,21.3,19,19.3,deg_C
5,28,2023,9:04:49 AM,19.8,19,19.4,deg_C
5,28,2023,8:44:49 AM,19.1,19,19.5,deg_C
5,28,2023,8:24:49 AM,18.5,19.1,19.5,deg_C
5,28,2023,8:04:49 AM,18,19.1,19.5,deg_C
5,28,2023,7:44:49 AM,17.5,19.2,19.6,deg_C
5,28,2023,7:24:49 AM,17.1,19.3,19.6,deg_C
5,28,2023,7:04:49 AM,17,19.3,19.6,deg_C
5,28,2023,6:24:49 AM,17.1,19.5,19.7,deg_C
5,28,2023,6:04:49 AM,17.2,19.6,19.7,deg_C
5,28,2023,5:44:49 AM,17.4,19.8,19.8,deg_C
5,28,2023,5:24:49 AM,17.6,19.8,19.8,deg_C
5,28,2023,5:04:49 AM,17.8,20,19.8,deg_C
5,28,2023,4:44:49 AM,18,20.1,19.8,deg_C
5,28,2023,4:24:49 AM,18.1,20.1,19.9,deg_C
5,28,2023,3:44:49 AM,18.5,20.4,19.9,deg_C
5,28,2023,3:24:49 AM,18.8,20.5,19.9,deg_C
5,28,2023,3:04:49 AM,19,20.6,20,deg_C
5,28,2023,2:44:49 AM,19.2,20.7,20,deg_C
5,28,2023,2:24:49 AM,19.4,20.8,20,deg_C
5,28,2023,2:04:49 AM,19.6,21,20,deg_C
5,28,2023,1:44:49 AM,19.8,21.1,20,deg_C
5,28,2023,1:24:49 AM,20,21.1,20,deg_C
5,28,2023,1:04:49 AM,20.2,21.3,20,deg_C
5,28,2023,12:44:49 AM,20.4,21.4,20,deg_C
5,28,2023,12:24:49 AM,20.6,21.5,20,deg_C
5,28,2023,12:04:49 AM,21,21.6,20,deg_C
5,27,2023,11:44:49 PM,21.3,21.8,20,deg_C
5,27,2023,11:24:49 PM,21.6,21.9,20,deg_C
5,27,2023,11:04:50 PM,21.9,22,20,deg_C
5,27,2023,10:44:50 PM,22.3,22.1,20,deg_C
5,27,2023,10:24:50 PM,22.7,22.3,19.9,deg_C
5,27,2023,10:04:50 PM,23.1,22.3,19.9,deg_C
5,27,2023,9:44:50 PM,23.5,22.5,19.8,deg_C
5,27,2023,9:24:50 PM,24,22.6,19.8,deg_C
5,27,2023,9:04:50 PM,24.5,22.6,19.8,deg_C
5,27,2023,8:44:50 PM,25,22.7,19.7,deg_C
5,27,2023,8:24:50 PM,25.6,22.8,19.6,deg_C
5,27,2023,8:04:50 PM,26.1,22.8,19.6,deg_C
5,27,2023,7:44:50 PM,26.8,22.8,19.5,deg_C
5,27,2023,7:24:50 PM,27.4,22.8,19.5,deg_C
5,27,2023,7:04:50 PM,28,22.8,19.4,deg_C
5,27,2023,6:44:50 PM,28.6,22.7,19.3,deg_C
5,27,2023,6:24:50 PM,29.3,22.6,19.3,deg_C
5,27,2023,6:04:50 PM,29.8,22.5,19.1,deg_C
5,27,2023,5:44:50 PM,30.1,22.3,19.1,deg_C
5,27,2023,5:24:50 PM,30.5,22.1,19,deg_C
5,27,2023,5:04:50 PM,31,22,19,deg_C
5,27,2023,4:44:50 PM,31.1,21.7,18.9,deg_C
5,27,2023,4:24:50 PM,31,21.5,18.9,deg_C
5,27,2023,4:04:50 PM,30.8,21.3,18.8,deg_C
5,27,2023,3:44:50 PM,30.6,21,18.8,deg_C
5,27,2023,3:24:50 PM,30.3,20.8,18.7,deg_C
5,27,2023,3:04:50 PM,30,20.5,18.7,deg_C
5,27,2023,2:44:50 PM,29.6,20.3,18.7,deg_C
5,27,2023,2:24:51 PM,29.3,20.1,18.6,deg_C
5,27,2023,2:04:50 PM,29,19.8,18.6,deg_C
5,27,2023,1:44:51 PM,28.8,19.6,18.6,deg_C
5,27,2023,1:24:51 PM,28.1,19.4,18.6,deg_C
5,27,2023,1:04:51 PM,27.5,19.2,18.6,deg_C
5,27,2023,12:44:51 PM,26.7,19,18.6,deg_C
5,27,2023,12:24:51 PM,26.1,18.8,18.6,deg_C
5,27,2023,12:04:51 PM,25.6,18.6,18.6,deg_C
5,27,2023,11:44:51 AM,25,18.5,18.6,deg_C
5,27,2023,11:24:51 AM,24.2,18.4,18.7,deg_C
5,27,2023,11:04:51 AM,23.4,18.2,18.7,deg_C
5,27,2023,10:44:51 AM,22.5,18.1,18.8,deg_C
5,27,2023,10:24:51 AM,21.6,18.1,18.8,deg_C
5,27,2023,10:04:51 AM,20.8,18,18.8,deg_C
5,27,2023,9:44:51 AM,19.9,18,18.9,deg_C
5,27,2023,9:24:51 AM,19,18,18.9,deg_C
5,27,2023,9:04:51 AM,18.1,18,19,deg_C
5,27,2023,8:44:51 AM,17.4,18,19,deg_C
5,27,2023,8:24:51 AM,16.7,18.1,19,deg_C
5,27,2023,8:04:51 AM,16.1,18.1,19.1,deg_C
5,27,2023,7:44:51 AM,15.6,18.2,19.1,deg_C
5,27,2023,7:24:51 AM,15.3,18.3,19.1,deg_C
5,27,2023,7:04:51 AM,15,18.4,19.2,deg_C
5,27,2023,6:44:51 AM,15,18.5,19.2,deg_C
5,27,2023,6:24:51 AM,15,18.6,19.3,deg_C
5,27,2023,6:04:51 AM,15.2,18.7,19.3,deg_C
5,27,2023,5:44:51 AM,15.4,18.8,19.4,deg_C
5,27,2023,5:24:51 AM,15.6,19,19.4,deg_C
5,27,2023,5:04:51 AM,15.8,19.1,19.5,deg_C
5,27,2023,4:44:51 AM,16,19.2,19.5,deg_C
5,27,2023,4:24:51 AM,16.1,19.3,19.5,deg_C
5,27,2023,4:04:52 AM,16.3,19.5,19.5,deg_C
5,27,2023,3:44:52 AM,16.5,19.6,19.6,deg_C
5,27,2023,3:24:52 AM,16.8,19.7,19.6,deg_C
5,27,2023,3:04:52 AM,17,19.8,19.6,deg_C
5,27,2023,2:44:52 AM,17.2,20,19.6,deg_C
5,27,2023,2:24:52 AM,17.5,20.1,19.6,deg_C
5,27,2023,2:04:52 AM,17.7,20.3,19.6,deg_C
5,27,2023,1:44:52 AM,18,20.4,19.7,deg_C
5,27,2023,1:24:52 AM,18.3,20.5,19.7,deg_C
5,27,2023,1:04:52 AM,18.6,20.7,19.7,deg_C
5,27,2023,12:44:52 AM,19,20.8,19.7,deg_C
5,27,2023,12:24:52 AM,19.3,21,19.7,deg_C
5,27,2023,12:04:52 AM,19.6,21.1,19.7,deg_C
5,26,2023,11:44:52 PM,19.9,21.3,19.7,deg_C
5,26,2023,11:24:52 PM,20.3,21.4,19.7,deg_C
5,26,2023,11:04:52 PM,20.7,21.5,19.6,deg_C
5,26,2023,10:44:52 PM,21.1,21.6,19.6,deg_C
5,26,2023,10:24:52 PM,21.5,21.8,19.6,deg_C
5,26,2023,10:04:52 PM,22,21.9,19.6,deg_C
5,26,2023,9:44:52 PM,22.5,22,19.6,deg_C
5,26,2023,9:24:52 PM,23,22.1,19.5,deg_C
5,26,2023,9:04:52 PM,23.6,22.2,19.5,deg_C
5,26,2023,8:44:52 PM,24.3,22.3,19.5,deg_C
5,26,2023,8:24:52 PM,24.9,22.3,19.3,deg_C
5,26,2023,8:04:52 PM,25.6,22.4,19.3,deg_C
5,26,2023,7:44:52 PM,26.3,22.4,19.2,deg_C
5,26,2023,7:24:52 PM,27.1,22.3,19.1,deg_C
5,26,2023,7:04:52 PM,27.8,22.3,19.1,deg_C
5,26,2023,6:44:52 PM,28.4,22.2,19,deg_C
5,26,2023,6:24:52 PM,29,22.1,19,deg_C
5,26,2023,6:04:52 PM,29.4,22,18.9,deg_C
5,26,2023,5:44:52 PM,29.7,21.8,18.8,deg_C
5,26,2023,5:24:52 PM,29.9,21.6,18.8,deg_C
5,26,2023,5:04:53 PM,30,21.4,18.7,deg_C
5,26,2023,4:44:53 PM,30,21.2,18.6,deg_C
5,26,2023,4:24:53 PM,29.8,21,18.6,deg_C
5,26,2023,4:04:53 PM,29.7,20.8,18.6,deg_C
5,26,2023,3:44:53 PM,29.5,20.5,18.5,deg_C
5,26,2023,3:24:52 PM,29.3,20.3,18.5,deg_C
5,26,2023,3:04:53 PM,29.1,20.1,18.5,deg_C
5,26,2023,2:44:53 PM,28.9,19.8,18.5,deg_C
5,26,2023,2:24:53 PM,28.8,19.6,18.4,deg_C
5,26,2023,2:04:53 PM,28.6,19.3,18.4,deg_C
5,26,2023,1:44:53 PM,28.4,19.1,18.4,deg_C
5,26,2023,1:24:53 PM,27.9,18.8,18.4,deg_C
5,26,2023,1:04:53 PM,27.3,18.6,18.4,deg_C
5,26,2023,12:44:53 PM,26.5,18.5,18.4,deg_C
5,26,2023,12:24:53 PM,25.8,18.3,18.4,deg_C
5,26,2023,12:04:53 PM,25,18.1,18.4,deg_C
5,26,2023,11:44:53 AM,24.1,17.9,18.5,deg_C
5,26,2023,11:24:53 AM,23.3,17.8,18.5,deg_C
5,26,2023,11:04:53 AM,22.5,17.6,18.5,deg_C
5,26,2023,10:44:53 AM,21.5,17.5,18.5,deg_C
5,26,2023,10:24:53 AM,20.6,17.5,18.6,deg_C
5,26,2023,10:04:53 AM,19.6,17.4,18.6,deg_C
5,26,2023,9:44:53 AM,18.7,17.4,18.6,deg_C
5,26,2023,9:24:53 AM,17.8,17.4,18.7,deg_C
5,26,2023,9:04:53 AM,17,17.4,18.8,deg_C
5,26,2023,8:44:53 AM,16.3,17.5,18.8,deg_C
5,26,2023,8:24:54 AM,15.6,17.5,18.8,deg_C
5,26,2023,8:04:54 AM,15.1,17.6,18.9,deg_C
5,26,2023,7:44:54 AM,14.6,17.6,19,deg_C
5,26,2023,7:24:53 AM,14.2,17.7,19.1,deg_C
5,26,2023,7:04:54 AM,14,17.8,19.1,deg_C
5,26,2023,6:44:54 AM,14,18,19.1,deg_C
5,26,2023,6:24:54 AM,14,18,19.1,deg_C
5,26,2023,6:04:54 AM,14.1,18.1,19.2,deg_C
5,26,2023,5:44:54 AM,14.3,18.3,19.2,deg_C
5,26,2023,5:24:54 AM,14.5,18.4,19.3,deg_C
5,26,2023,5:04:54 AM,14.6,18.5,19.3,deg_C
5,26,2023,4:44:54 AM,14.8,18.6,19.3,deg_C
5,26,2023,4:24:54 AM,15,18.8,19.4,deg_C
5,26,2023,4:04:54 AM,15.1,18.9,19.4,deg_C
5,26,2023,3:44:54 AM,15.3,19,19.5,deg_C
5,26,2023,3:24:54 AM,15.6,19.1,19.5,deg_C
5,26,2023,3:04:54 AM,15.8,19.3,19.5,deg_C
5,26,2023,2:44:54 AM,16,19.4,19.6,deg_C
5,26,2023,2:24:54 AM,16.2,19.6,19.6,deg_C
5,26,2023,2:04:54 AM,16.5,19.7,19.6,deg_C
5,26,2023,1:44:54 AM,16.7,19.8,19.6,deg_C
5,26,2023,1:24:54 AM,17,20,19.6,deg_C
5,26,2023,1:04:54 AM,17.3,20.1,19.7,deg_C
5,26,2023,12:44:54 AM,17.5,20.3,19.7,deg_C
5,26,2023,12:24:54 AM,17.8,20.4,19.7,deg_C
5,26,2023,12:04:54 AM,18.1,20.5,19.7,deg_C
5,25,2023,11:44:54 PM,18.5,20.7,19.7,deg_C
5,25,2023,11:24:54 PM,18.8,20.8,19.7,deg_C
5,25,2023,11:04:54 PM,19.2,21,19.8,deg_C
5,25,2023,10:44:54 PM,19.6,21.1,19.7,deg_C
5,25,2023,10:24:54 PM,20,21.3,19.7,deg_C
5,25,2023,10:04:54 PM,20.5,21.4,19.7,deg_C
5,25,2023,9:44:54 PM,21,21.5,19.7,deg_C
5,25,2023,9:24:54 PM,21.5,21.6,19.6,deg_C
5,25,2023,9:04:54 PM,22,21.7,19.6,deg_C
5,25,2023,8:44:54 PM,22.6,21.8,19.6,deg_C
5,25,2023,8:24:54 PM,23.3,21.8,19.5,deg_C
5,25,2023,7:44:54 PM,24.6,21.9,19.5,deg_C
5,25,2023,7:24:54 PM,25.3,21.9,19.4,deg_C
5,25,2023,7:04:55 PM,26,21.8,19.4,deg_C
5,25,2023,6:44:55 PM,26.6,21.8,19.3,deg_C
5,25,2023,6:24:55 PM,27.2,21.6,19.3,deg_C
5,25,2023,6:04:55 PM,27.6,21.5,19.3,deg_C
5,25,2023,5:44:55 PM,27.9,21.4,19.2,deg_C
5,25,2023,5:24:55 PM,28.1,21.3,19.2,deg_C
5,25,2023,5:04:55 PM,28.2,21.1,19.1,deg_C
5,25,2023,4:44:55 PM,28.2,21,19.1,deg_C
5,25,2023,4:24:55 PM,28.1,20.8,19.1,deg_C
5,25,2023,4:04:55 PM,28,20.6,19.1,deg_C
5,25,2023,3:44:55 PM,27.8,20.4,19,deg_C
5,25,2023,3:24:55 PM,27.5,20.1,19,deg_C
5,25,2023,2:44:55 PM,27,19.8,19,deg_C
5,25,2023,1:44:55 PM,26.3,19.2,19.1,deg_C
5,25,2023,1:24:55 PM,25.8,19,19.1,deg_C
