chamber,date,gas,flux,units,soil_moisture,soil_temperature,estimate,p.value,transect,ecosystem,rep
SW-10,2022-09-24,n2o,-0.10981019369366352,nmol_m2_s1,18.9,15.5,-0.00104198569650872,0.09589298202366311,low,SW,10
SW-11,2022-09-24,n2o,-0.0927429154518269,nmol_m2_s1,24.1,15.6,-7.502229168482962e-4,0.0981101230429187,low,SW,11
SW-12,2022-09-24,n2o,-0.16208255476865238,nmol_m2_s1,21.9,15.7,-0.00148819876225659,0.14754975324547875,low,SW,12
WW-1,2022-09-24,n2o,-0.2535624992445104,nmol_m2_s1,5.9,14.9,-0.0026421821971219,0.17701820015770114,high,WW,1
WW-2,2022-09-24,n2o,-0.1835134249480138,nmol_m2_s1,2.9,14.6,-0.00178473004117545,0.34725387728228546,high,WW,2
WW-3,2022-09-24,n2o,-0.3062323280724471,nmol_m2_s1,5.2,14.9,-0.00255856752730854,0.14984745455719842,high,WW,3
WW-4,2022-09-24,n2o,-0.2352306442313201,nmol_m2_s1,5.4,15,-0.00211414453527506,0.12442957574666438,high,WW,4
WW-5,2022-09-24,n2o,-0.27023347250989094,nmol_m2_s1,5.5,15.4,-0.00220146427505891,0.1589279176056834,mid,WW,5
WW-6,2022-09-24,n2o,-0.22071381734016843,nmol_m2_s1,7.9,15.3,-0.00163644520314005,0.11508911606166276,mid,WW,6
WW-7,2022-09-24,n2o,-0.2116398304443586,nmol_m2_s1,6.2,15.7,-0.00162437207179781,0.2561831376507646,mid,WW,7
WW-8,2022-09-24,n2o,-0.3906357409587632,nmol_m2_s1,4.4,15.9,-0.0029312840628651,0.038608805348664,mid,WW,8
WW-9,2022-09-24,n2o,-0.2581926920074649,nmol_m2_s1,5.3,16.1,-0.00204602966228635,0.10620595647051392,low,WW,9
WW-10,2022-09-24,n2o,-0.218784150290356,nmol_m2_s1,10.5,16.2,-0.00171724953810153,0.04811996420136356,low,WW,10
WW-11,2022-09-24,n2o,-0.24460434610967272,nmol_m2_s1,14,15.9,-0.00183611262274123,0.333812659879048,low,WW,11
WW-12,2022-09-24,n2o,-0.18059904721155487,nmol_m2_s1,7.4,16,-0.00155808842302445,0.2803882888301875,low,WW,12
