ecosystem,pref,suff,gas,estimate,p.value,date,average_temp_kelvin,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,h1,h2,h3,h4,diameter_cm2,base_vol_l,total_vol_l,total_vol_m3,flux,units
NWd,2,2,n2o,-0.00497985216842937,0.30978941512219266,240914,298.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,13,13,25.4,6.840550968,9.300550968,0.009300550968,-0.62742698592011,nmol_m2_s1
NWd,2,3,n2o,-0.00216702627554429,0.07611318310545792,240914,298.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,15,13,12,25.4,6.840550968,9.300550968,0.009300550968,-0.2733504292528691,nmol_m2_s1
NWd,2,4,n2o,-0.00144607961917092,0.13676559239931382,240914,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,11.5,10,13,25.4,6.143828184,8.603828184,0.008603828184,-0.1684910075978139,nmol_m2_s1
NWd,3,1,n2o,-0.00598214689390356,0.08267743109922057,240914,300.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,9.5,8,12.5,25.4,5.320428531,7.780428531,0.007780428531,-0.6271625191890062,nmol_m2_s1
NWd,3,2,n2o,9.202736049946074e-4,0.6458301043310982,240914,299.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,12,14,25.4,6.840550968,9.300550968,0.009300550968,0.11567721265594315,nmol_m2_s1
NWd,3,3,n2o,-0.00206498257565946,0.17491576173991064,240914,299.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,12,14,25.4,6.840550968,9.300550968,0.009300550968,-0.2594790546271845,nmol_m2_s1
NWd,3,4,n2o,-0.00598936252244592,0.20408323981278,240914,299.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,2,9,25.4,3.420275484,5.880275484,0.005880275484,-0.4760723196578486,nmol_m2_s1
Pr,1,1,n2o,-6.306590546885158e-4,0.5151626845103858,240914,303.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6,5,6,25.4,2.85022957,5.31022957,0.00531022957,-0.04461385649024476,nmol_m2_s1
Pr,1,2,n2o,-1.2494349268575295e-4,0.7812642219735036,240914,300.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,5.5,5.5,4.75,25.4,2.533537395,4.993537395,0.004993537395,-0.008395832048266882,nmol_m2_s1
Pr,1,3,n2o,-0.00619746212583507,0.1807909648797776,240914,307.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,25.4,3.040244875,5.500244875,0.005500244875,-0.4484265028774941,nmol_m2_s1
Pr,1,4,n2o,-9.919076866853714e-5,0.8832176562431107,240914,308.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.5,5,5.5,25.4,2.660214265,5.120214265,0.005120214265,-0.006661725646769454,nmol_m2_s1
Pr,2,1,n2o,-1.8224576849470528e-4,0.9113216442375868,240914,308.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,25.4,3.040244875,5.500244875,0.005500244875,-0.013146086741557842,nmol_m2_s1
Pr,2,2,n2o,-7.661769697577535e-4,0.01410638647899608,240914,312.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.25,5.5,5.75,25.4,2.7235527,5.1835527,0.0051835527,-0.051476566069641044,nmol_m2_s1
Pr,2,3,n2o,-0.00374053420271176,0.15550352839839693,240914,310.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.5,6,5.5,25.4,2.913568005,5.373568005,0.005373568005,-0.2618240216285375,nmol_m2_s1
Pr,2,4,n2o,-7.318332173693186e-4,0.44631074235313695,240914,312.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.25,5.5,6,25.4,2.881898787,5.341898787,0.005341898787,-0.05066303763500852,nmol_m2_s1
Pr,3,1,n2o,-0.00622650908441062,0.1066864373870494,240914,310.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5.5,5.5,5.5,25.4,2.786891135,5.246891135,0.005246891135,-0.42569595501648305,nmol_m2_s1
Pr,3,2,n2o,-0.00238518930320676,0.2961511118113797,240914,312.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,25.4,3.040244875,5.500244875,0.005500244875,-0.17015157000852008,nmol_m2_s1
Pr,3,3,n2o,-0.00799896553617394,0.10661333115067444,240914,310.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.25,6,5.25,25.4,2.7235527,5.1835527,0.0051835527,-0.5412320819425052,nmol_m2_s1
Pr,3,4,n2o,-0.00398854575421707,0.0589198299786033,240914,311.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,4.25,5.25,5.5,25.4,2.59687583,5.05687583,0.00505687583,-0.26180374798913364,nmol_m2_s1
SWd,1,1,n2o,5.292328166498992e-4,0.8538000857016386,240914,299.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.5,6,6,25.4,2.97690644,5.43690644,0.00543690644,0.03887548893123362,nmol_m2_s1
SWd,1,2,n2o,5.17327426682369e-4,0.796209459493564,240914,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6,6.25,6.25,25.4,3.040244875,5.500244875,0.005500244875,0.03827762773875209,nmol_m2_s1
SWd,1,3,n2o,-0.00400265659854472,0.49825117614720127,240914,301.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6.5,6,6,25.4,3.103583309,5.563583309,0.005563583309,-0.29922351014378057,nmol_m2_s1
SWd,1,4,n2o,-0.00203752951789065,0.09201364534352248,240914,300.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,25.4,3.040244875,5.500244875,0.005500244875,-0.151185996878999,nmol_m2_s1
SWd,2,1,n2o,-0.00130740222232576,0.15902069136396674,240914,300.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,6,6,6,25.4,3.071914092,5.531914092,0.005531914092,-0.09745500565550289,nmol_m2_s1
SWd,2,2,n2o,-1.2317183040508103e-4,0.7523420029351315,240914,300.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5.5,6,25.4,2.97690644,5.43690644,0.00543690644,-0.009037193998587217,nmol_m2_s1
SWd,2,3,n2o,-2.1197242031529872e-5,0.9906839224130074,240914,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6,5.5,5,25.4,2.786891135,5.246891135,0.005246891135,-0.0015011501662383696,nmol_m2_s1
SWd,2,4,n2o,-9.976691086794297e-4,0.3411786569077748,240914,300.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,25.4,3.040244875,5.500244875,0.005500244875,-0.07392916470317175,nmol_m2_s1
SWd,3,1,n2o,-0.00416992781958406,0.26933509904732045,240914,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5.5,5.5,6,25.4,2.85022957,5.31022957,0.00531022957,-0.29301131344346865,nmol_m2_s1
SWd,3,2,n2o,1.7078508811131397e-4,0.4808325373779154,240914,302.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.5,6.5,6,25.4,2.913568005,5.373568005,0.005373568005,0.012302626489192817,nmol_m2_s1
SWd,3,3,n2o,-0.0035480484002109,0.17692006288312495,240914,303.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,25.4,3.040244875,5.500244875,0.005500244875,-0.2602757908737655,nmol_m2_s1
SWd,3,4,n2o,-0.00607937312337994,0.19615755803942936,240914,302.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,25.4,2.786891135,5.246891135,0.005246891135,-0.42732521950418406,nmol_m2_s1
Wt,1,1,n2o,-0.00449585382874292,0.0939624134920248,240914,310.5,NA,NA,NA,NA,NA,NA,NA,40.9,26.2,27.6,33.3,34.1,5,5.5,4.5,5,25.4,2.533537395,4.993537395,0.004993537395,-0.29276750136073404,nmol_m2_s1
Wt,1,2,n2o,-0.00921664311240588,0.03032092324398799,240914,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5.5,6,25.4,2.97690644,5.43690644,0.00543690644,-0.6482526107206937,nmol_m2_s1
Wt,1,3,n2o,-0.00528342197599243,0.17700142195784388,240914,308.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.5,6,5,25.4,2.7235527,5.1835527,0.0051835527,-0.35957743373414114,nmol_m2_s1
Wt,1,4,n2o,-0.00560775681958655,0.10868961639273088,240914,311.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,5.5,5,5.5,25.4,2.59687583,5.05687583,0.00505687583,-0.3683822033329458,nmol_m2_s1
Wt,2,1,n2o,-0.00313672400295389,0.07256744796206073,240914,303.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.5,5.5,5.5,25.4,2.85022957,5.31022957,0.00531022957,-0.22189700358208347,nmol_m2_s1
Wt,2,2,n2o,-0.00183910045886338,0.4305245973525283,240914,310.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6,5.25,5.75,25.4,2.85022957,5.31022957,0.00531022957,-0.1275413457829687,nmol_m2_s1
Wt,2,3,n2o,NA,NA,240914,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.25,6.25,5.5,25.4,2.913568005,5.373568005,0.005373568005,NA,nmol_m2_s1
Wt,2,4,n2o,-0.00568204487917169,0.29404989633577733,240914,309.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5.5,5.25,6,25.4,2.818560352,5.278560352,0.005278560352,-0.3925852803693887,nmol_m2_s1
Wt,3,1,n2o,-0.00626562212677524,0.04606180946414315,240914,302.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,3.8,5.3,5.3,25.4,2.520869709,4.980869709,0.004980869709,-0.41794909525311086,nmol_m2_s1
Wt,3,2,n2o,-0.00293590592118512,0.06272622928266748,240914,303.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,3.7,4,4.8,25.4,2.254848282,4.714848282,0.004714848282,-0.18495222067405312,nmol_m2_s1
Wt,3,3,n2o,-8.430372049568964e-4,0.7601744758893114,240914,305.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,3.8,4.9,4.5,25.4,2.394192839,4.854192839,0.004854192839,-0.05416868228696318,nmol_m2_s1
Wt,3,4,n2o,-0.00373501284400005,0.17352444567266778,240914,306.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,4.5,4.8,5.2,25.4,2.533537395,4.993537395,0.004993537395,-0.2465570304512454,nmol_m2_s1
Wt,4,1,n2o,-0.00232692997336691,0.03497363913499044,240914,301.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.5,3.5,4.5,25.4,2.216845221,4.676845221,0.004676845221,-0.14603367473021742,nmol_m2_s1
Wt,4,2,n2o,-0.00176886255242615,0.03111733506940722,240914,305.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,6,6,6,25.4,3.014909501,5.474909501,0.005474909501,-0.1285476035460984,nmol_m2_s1
Wt,4,3,n2o,-0.00731481521349247,0.12796830768908288,240914,305.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,5.5,4.3,6,25.4,2.546205082,5.006205082,0.005006205082,-0.4859972031926035,nmol_m2_s1
Wt,4,4,n2o,-0.00178936452046373,0.13295691651083705,240914,306.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5.9,25.4,3.027577188,5.487577188,0.005487577188,-0.12972180008055995,nmol_m2_s1
